İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Takas,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Balkon Sayısı,İpotek Durumu,Kira Getirisi,Fiyat Durumu, İlan Oluşturma Tarihi,Türü,Tipi,WC Metrekare,Aidat,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Balkon Metrekare,Banyo Metrekare,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Balkon Durumu,Balkon Tipi,Görüntülü Gezilebilir Mi?,WC Sayısı,Konum,Fiyat
13884525,07 Kasım 2023,Satılık,148 M2,2+1,,Sobalı,KREDIYE UYGUN,Kagir,Yok,İkinci El,Hayır,2,,Yok,,Genel Fiyat ,06 Eylül 2023,Konut,Köy Evi,10 M2,,150 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,,Müstakil Tapulu,Eşyalı,,,,2, Mustafakemalpaşa,870000
13883736,24 Kasım 2023,Satılık,200 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2,,,,Genel Fiyat ,06 Eylül 2023,Konut,Daire,,50 TL,230 M2,16-20,4,Boş,,,,Kat Mülkiyeti,Eşyalı,Var,,Hayır ,, Nilüfer,3497000
13876368,05 Ekim 2023,Satılık,85 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,05 Eylül 2023,Konut,Daire,,,90 M2,5-10,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,Bilinmiyor,Boş,,,,, Mudanya,1850000
13875337,05 Eylül 2023,Satılık,80 M2,2+1,4.Kat,Sobalı,Bilinmiyor,Betonarme,Yok,İkinci El,Evet,1,1,Yok,,Birim Fiyat ,05 Eylül 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,Var,,Hayır ,1, Gemlik,1500000
13874654,20 Kasım 2023,Satılık,110 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,1,,10000 TL,Genel Fiyat ,05 Eylül 2023,Konut,Daire,,100 TL,120 M2,5-10,2,Boş,,,,,,Var,Kapalı Balkon ,,, Yıldırım,2250000
13868453,04 Kasım 2023,Satılık,90 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,Sıfır,Hayır,1,2,,13000 TL,Genel Fiyat ,04 Eylül 2023,Konut,Daire,,200 TL,98 M2,4,5,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,Açık Balkon,,1 , Mudanya,25000006
13856080,24 Kasım 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,2,2,Yok,12000 TL,Genel Fiyat ,02 Eylül 2023,Konut,Daire,,200 TL,160 M2,5-10,6,Boş,20 M2,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,Kapalı Balkon,Evet ,3, Gemlik,3200000
13847131,01 Eylül 2023,Satılık,170 M2,5+1,,Kombi Doğalgaz,KREDIYE UYGUN,,Yok,,Evet,1 ,,,,Genel Fiyat ,01 Eylül 2023,Konut,Villa,,,195 M2,21 Ve Üzeri,2,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, İznik,3550000
13844781,13 Kasım 2023,Satılık,151 M2,3+1,2.Kat,Yerden Isıtma,Bilinmiyor,,,,Hayır,2,,Yok,18000 TL,Genel Fiyat,31 Ağustos 2023,Konut,Daire,,,208 M2,0 (Yeni),6,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,,,Hayır ,, Nilüfer,4750000
13826379,05 Ekim 2023,Satılık,80 M2,2+1,3.Kat,Kombi Doğalgaz,Bilinmiyor,,,,Hayır,1 ,,,,Genel Fiyat ,28 Ağustos 2023,Konut,Daire,,,90 M2,4,5,Mülk Sahibi Oturuyor,,,,,,,,,, Mudanya,1775000
13819109,25 Kasım 2023,Satılık,135 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,3,,,Genel Fiyat ,27 Ağustos 2023,Konut,Daire,,,150 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,,Boş,Var,,,2 , Osmangazi,2300000
13818670,06 Ekim 2023,Satılık,140 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,27 Ağustos 2023,Konut,Daire,,,160 M2,16-20,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Mudanya,2875000
13817813,06 Kasım 2023,Satılık,350 M2,5+1,,Kombi Doğalgaz,KREDIYE UYGUN,,Yok,,Evet,2 ,,,,Genel Fiyat ,27 Ağustos 2023,Konut,Villa,,,400 M2,11-15,2,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Mudanya,14900000
13806361,22 Kasım 2023,Satılık,90 M2,2+1,Kot 2 (-2).Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1,,,,Genel Fiyat ,25 Ağustos 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,7,Kiracı Oturuyor,,,,Kat Mülkiyeti,,Var,,Hayır ,, Yıldırım,1094000
13806308,22 Kasım 2023,Satılık,80 M2,2+1,2.Kat,Doğalgaz Sobalı,Krediye Uygun,,Yok,,Hayır,1,,,,Genel Fiyat ,25 Ağustos 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,Kat Mülkiyeti,,Var,,Hayır ,, Yıldırım,1095000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
13795647,03 Eylül 2023,Satılık,85 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,23 Ağustos 2023,Konut,Daire,,,100 M2,5-10,6,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,2200000
13787934,05 Ekim 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,22 Ağustos 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Bilinmiyor,Boş,,,,, Mudanya,2750000
13783119,02 Eylül 2023,Satılık,120 M2,2+1,2.Kat,Isıtma Yok,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,20000 TL,Genel Fiyat ,21 Ağustos 2023,Konut,Daire,,50 TL,135 M2,21 Ve Üzeri,5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,Var,Açık Balkon,,2 , Mudanya,42500005
13763686,24 Ekim 2023,Satılık,50 M2,1+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1 ,,,,Genel Fiyat ,18 Ağustos 2023,Konut,Daire,,,60 M2,5-10,4,Boş,,,,,,,,,, Gürsu,760000
13760675,15 Kasım 2023,Satılık,90 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Ağustos 2023,Konut,Daire,,,105 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Osmangazi,1300000
13755122,02 Ekim 2023,Satılık,185 M2,4+1,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,17 Ağustos 2023,Konut,Daire,,,232 M2,5-10,5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,13750000
13752535,31 Ekim 2023,Satılık,115 M2,3+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Hayır,2,,,,Genel Fiyat ,16 Ağustos 2023,Konut,Daire,,650 TL,140 M2,5-10,6,Mülk Sahibi Oturuyor,,,,,Boş,,,,2 , Yıldırım,3950000
13743176,02 Kasım 2023,Satılık,70 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,15 Ağustos 2023,Konut,Daire,,,80 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Gürsu,1710000
13711723,27 Ekim 2023,Satılık,331 M2,5+1,,Yerden Isıtma,Krediye Uygun Değil,Betonarme,Yok,Yapım Aşamasında,Hayır,4,2 ,,,Genel Fiyat ,09 Ağustos 2023,Konut,Villa,,,401 M2,0 (Yeni),2,Boş,,,Yatırıma Uygun,,,Var,,,, Nilüfer,35000000
13696212,25 Kasım 2023,Satılık,140 M2,3+1,3.Kat,Kombi Doğalgaz,Bilinmiyor,,,,Hayır,1,1,,,Genel Fiyat ,06 Ağustos 2023,Konut,Daire,,,160 M2,3,5,Mülk Sahibi Oturuyor,,,,,,Var,Kapalı Balkon ,,, Kestel,2500000
13676071,23 Kasım 2023,Satılık,200 M2,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,3 ,,Var,13000 TL,Birim Fiyat ,03 Ağustos 2023,Konut,Daire,,,240 M2,2,3,Mülk Sahibi Oturuyor,,,,,,,,,, Kestel,3150000
13614999,27 Ekim 2023,Satılık,400 M2,5+1,,Yerden Isıtma,Krediye Uygun Değil,Betonarme,,Yapım Aşamasında,Hayır,5,,Yok,,Genel Fiyat ,24 Temmuz 2023,Konut,Villa,,,500 M2,0 (Yeni),2,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,Hayır ,, Nilüfer,29000000
13614822,27 Ekim 2023,Satılık,200 M2,4+1,,Yerden Isıtma,Krediye Uygun Değil,Betonarme,,Yapım Aşamasında,Hayır,4,,Yok,,Genel Fiyat ,24 Temmuz 2023,Konut,Villa,,,220 M2,0 (Yeni),2,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var ,,,, Nilüfer,17000000
13614211,27 Ekim 2023,Satılık,80 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,Betonarme,,Yapım Aşamasında,Evet,1,1,Yok,,Genel Fiyat ,24 Temmuz 2023,Konut,Daire,,,90 M2,0 (Yeni),13,Boş,,,,,Boş,Var,Açık Balkon,Hayır ,, Nilüfer,4700000
13609520,25 Ağustos 2023,Satılık,120 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,1 ,,,,Genel Fiyat ,23 Temmuz 2023,Konut,Daire,,,150 M2,11-15,6,Boş,,,Bilinmiyor,,Eşyalı,,,,, Mudanya,2500000
13586557,23 Kasım 2023,Satılık,70 M2,2+1,4.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,1,,Yok,7000 TL,Birim Fiyat ,19 Temmuz 2023,Konut,Daire,,,90 M2,0 (Yeni),4,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var ,,,, Kestel,2500000
13578441,18 Ekim 2023,Satılık,90 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,,Birim Fiyat ,18 Temmuz 2023,Konut,Daire,,,100 M2,16-20,4,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,Hayır ,1, Gemlik,1650000
13555626,09 Ekim 2023,Satılık,75 M2,2+1,,Sobalı,KREDIYE UYGUN,Betonarme,Var,Sıfır,Hayır,1,,Yok,,Genel Fiyat ,13 Temmuz 2023,Konut,Villa,,,1.500 M2,0 (Yeni),1,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Yok,,Hayır ,, Karacabey,6500000
13542099,25 Eylül 2023,Satılık,295 M2,5+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Hayır,3,,,12500 TL,Genel Fiyat ,10 Temmuz 2023,Konut,Daire,,,350 M2,5-10,4,Mülk Sahibi Oturuyor,,,,,Eşyalı,,,,3 , Nilüfer,6150000
13524524,23 Kasım 2023,Satılık,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,07 Temmuz 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Bilinmiyor,Bilinmiyor,Eşyalı,,,,, Mudanya,2500000
13513889,31 Ekim 2023,Satılık,220 M2,5+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,,Hayır,2,,Yok,,Genel Fiyat ,06 Temmuz 2023,Konut,Daire,,,240 M2,0 (Yeni),2,Boş,,,Yatırıma Uygun,,,Var,,,2 , Gemlik,4190000
13513826,31 Ekim 2023,Satılık,220 M2,5+1,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun,Betonarme,,,Hayır,2,,,,Genel Fiyat ,06 Temmuz 2023,Konut,Daire,,,240 M2,0 (Yeni),2,Boş,,,Yatırıma Uygun,,,Var,,,2 , Gemlik,4390000
13496053,18 Ekim 2023,Satılık,100 M2,2+2,1.Kat,Kombi Doğalgaz,Bilinmiyor,Betonarme,Yok,İkinci El,Hayır,2,2,Yok,,Birim Fiyat ,02 Temmuz 2023,Konut,Daire,,,110 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,Var,,Hayır ,2, Gemlik,2100000
13490779,24 Kasım 2023,Satılık,120 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,30 Haziran 2023,Konut,Daire,,,142 M2,11-15,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,2600000
13427335,24 Kasım 2023,Satılık,400 M2,7+3,,Kombi Doğalgaz,KREDIYE UYGUN,Betonarme,,İkinci El,Evet,6+,4 +,Yok,30000 TL,Genel Fiyat ,16 Haziran 2023,Konut,Villa,,,450 M2,16-20,3,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,"Açık Balkon, Kapalı Balkon",Evet ,6+, Mudanya,32250000
13426830,24 Kasım 2023,Satılık,60 M2,1+1,,Isıtma Yok,KREDIYE UYGUN,Prefabrik,Yok,İkinci El,Hayır,1,2,Yok,10000 TL,Genel Fiyat ,16 Haziran 2023,Konut,Müstakil Ev,,0 TL,100 M2,3,1,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Arsa Tapulu,Eşyalı,Var,Kapalı Balkon,Evet ,1, Mudanya,3000000
13337475,16 Ekim 2023,Satılık,60 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,2,,,Genel Fiyat ,01 Haziran 2023,Konut,Daire,,100 TL,70 M2,5-10,4,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,,,1 , Nilüfer,1450000
13334509,09 Ekim 2023,Satılık,75 M2,2+1,Bahçe Katı,Isıtma Yok,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,01 Haziran 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,,Boş,,,,, Gemlik,1100000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
13330839,05 Ekim 2023,Satılık,80 M2,1+1,3.Kat,Isıtma Yok,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,31 Mayıs 2023,Konut,Daire,,,85 M2,21 Ve Üzeri,5,Boş,,,Bilinmiyor,Bilinmiyor,Boş,,,,, Mudanya,1550000
13323514,18 Ekim 2023,Satılık,80 M2,2+1,3.Kat,Klimalı,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,1,Yok,,Birim Fiyat ,30 Mayıs 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,Hayır ,1, Gemlik,1650000
13296793,16 Ekim 2023,Satılık,55 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,26 Mayıs 2023,Konut,Daire,,,60 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1700000
13255939,24 Kasım 2023,Satılık,80 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,7500 TL,Genel Fiyat ,20 Mayıs 2023,Konut,Daire,,0 TL,120 M2,16-20,5,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,1, Yıldırım,2000000
13249206,23 Kasım 2023,Satılık,128 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1,1,,,Genel Fiyat ,19 Mayıs 2023,Konut,Daire,,,140 M2,5-10,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,,Evet ,1, Kestel,2260000
13242459,27 Eylül 2023,Satılık,165 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,2 ,,,,Genel Fiyat ,18 Mayıs 2023,Konut,Daire,,,190 M2,0 (Yeni),5,Boş,,,,Kat Mülkiyeti,,,,,, İnegöl,3000000
13187916,02 Kasım 2023,Satılık,117 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,07 Mayıs 2023,Konut,Daire,,,135 M2,5-10,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Kestel,1900000
13178064,28 Eylül 2023,Satılık,160 M2,3+1,Bahçe Katı,Yerden Isıtma,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,2,1,,20000 TL,Birim Fiyat ,06 Mayıs 2023,Konut,Daire,,850 TL,190 M2,2,5,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,Hayır ,3, Mudanya,39500002
13176581,02 Kasım 2023,Satılık,140 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,2 ,,,,Genel Fiyat ,05 Mayıs 2023,Konut,Daire,,400 TL,150 M2,5-10,5,Kiracı Oturuyor,,,Bilinmiyor,,,,,,, Mudanya,3350000
13093807,18 Ekim 2023,Satılık,105 M2,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Bilinmiyor,Betonarme,Yok,İkinci El,Evet,1,2,Yok,5000 TL,Genel Fiyat ,19 Nisan 2023,Konut,Daire,,,115 M2,21 Ve Üzeri,6,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,Var,,Hayır ,1, Gemlik,1500000
13084090,24 Kasım 2023,Satılık,100 M2,3+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,3,Yok,12000 TL,Genel Fiyat ,17 Nisan 2023,Konut,Daire,,100 TL,120 M2,21 Ve Üzeri,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,"Açık Balkon, Kapalı Balkon",Hayır ,2, Yıldırım,2000000
13061758,04 Eylül 2023,Satılık,115 M2,3+1,11.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,13 Nisan 2023,Konut,Daire,,,143 M2,4,11,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,2675000
13008661,02 Ekim 2023,Satılık,86 M2,2+1,,Kombi Doğalgaz,KREDIYE UYGUN,Betonarme,,İkinci El,Evet,1,2,Yok,,Genel Fiyat ,04 Nisan 2023,Konut,Müstakil Ev,,,88 M2,16-20,2,Kiracı Oturuyor,,,,Bilinmiyor,Boş,Var,Kapalı Balkon,,1 , Yıldırım,2400000
12978960,27 Eylül 2023,Satılık,145 M2,4+1,1.Kat,Merkezi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,29 Mart 2023,Konut,Daire,,,160 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2900000
12922257,25 Kasım 2023,Satılık,120 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,Sıfır,Evet,1,,,,Genel Fiyat ,20 Mart 2023,Konut,Daire,,,130 M2,0 (Yeni),5,Boş,,,,Kat İrtifakı,Boş,Var,,Hayır ,1, Kestel,2750000
12881054,21 Kasım 2023,Satılık,137 M2,3+1,4.Kat,Merkezi Doğalgaz,Bilinmiyor,,,,Hayır,2 ,,,,Genel Fiyat ,14 Mart 2023,Konut,Daire,,,170 M2,0 (Yeni),8,Boş,,,,,,,,,, Nilüfer,3540000
12878035,18 Ekim 2023,Satılık,90 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,1,Yok,,Birim Fiyat ,13 Mart 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,4,Boş,,,Yatırıma Uygun,Kat İrtifakı,Eşyalı,Var,,Hayır ,1, Gemlik,1550000
12689697,20 Eylül 2023,Satılık,60 M2,1+1,Kot 2 (-2).Kat,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,1,,,2000 TL,Birim Fiyat ,08 Şubat 2023,Konut,Daire,,40 TL,65 M2,4,6,Boş,,,,,,,,,1 , Osmangazi,835000
12628710,18 Ekim 2023,Satılık,100 M2,2+2,2.Kat,Klimalı,Bilinmiyor,Betonarme,Yok,İkinci El,Evet,1,1,Yok,,Birim Fiyat ,30 Ocak 2023,Konut,Daire,,,110 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,Hayır ,1, Gemlik,1600000
12518859,08 Kasım 2023,Satılık,98 M2,2+1,,Yerden Isıtma,KREDIYE UYGUN,,Var,,Hayır,1 ,,,,Genel Fiyat ,12 Ocak 2023,Konut,Villa,,,99 M2,0 (Yeni),2,Boş,,,Bilinmiyor,,Boş,,,,, Mudanya,15000000
12417842,19 Eylül 2023,Satılık,200 M2,5+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,2 ,,,,Genel Fiyat ,27 Aralık 2022,Konut,Daire,,50 TL,220 M2,4,3,Mülk Sahibi Oturuyor,,,,,,,,,, Gürsu,2800000
12147722,20 Kasım 2023,Satılık,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2022,Konut,Daire,,,140 M2,11-15,16,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Kestel,2250000
12069253,24 Kasım 2023,Satılık,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,6000 TL,Genel Fiyat ,27 Ekim 2022,Konut,Daire,,100 TL,120 M2,5-10,5,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,1, Yıldırım,1620000
11959058,21 Kasım 2023,Satılık,45 M2,1+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Betonarme,Yok,Sıfır,Hayır,1,,Yok,6500 TL,Genel Fiyat ,08 Ekim 2022,Konut,Daire,,300 TL,50 M2,5-10,5,Kiracı Oturuyor,,,Bilinmiyor,Kat Mülkiyeti,Eşyalı,Var,,Hayır ,1, Nilüfer,1300000
11955855,24 Kasım 2023,Satılık,400 M2,9+ Oda,,Kombi Doğalgaz,KREDIYE UYGUN,,,İkinci El,Hayır,6+,4 +,Yok,15000 TL,Genel Fiyat ,07 Ekim 2022,Konut,Villa,,,450 M2,11-15,3,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Boş,Var,Açık Balkon,,6+ , Mudanya,23150000
14302079,25 Kasım 2023,Satılık,185 M2,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,2,2,,15 TL,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,100 TL,225 M2,4,3,Mülk Sahibi Oturuyor,,,,,,Var,Açık Teras,,2 , Osmangazi,3500000
14301337,25 Kasım 2023,Satılık,85 M2,2+1,5.Kat,Doğalgaz Sobalı,Krediye Uygun Değil,,,,Hayır,1 ,,,,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,5,Boş,,,,,,,,,, Osmangazi,898000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14301237,25 Kasım 2023,Satılık,75 M2,1+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,100 TL,85 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,,,Var ,,,, Osmangazi,1049000
14301180,25 Kasım 2023,Satılık,95 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,,105 M2,11-15,4,Mülk Sahibi Oturuyor,,,,,,Var,,,2 , Osmangazi,1749000
14301121,25 Kasım 2023,Satılık,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1,,,,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,Kat İrtifakı,,Var ,,,, Mustafakemalpaşa,1650000
14301106,25 Kasım 2023,Satılık,40 M2,1+1,2.Kat,Kombi Doğalgaz,Bilinmiyor,,,,Evet,1,,,,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,,45 M2,1,5,Boş,,,,,Eşyalı,Var ,,,, İnegöl,980000
14301043,25 Kasım 2023,Satılık,240 M2,5+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,3,,,,Genel Fiyat ,25 Kasım 2023,Konut,Daire,,,260 M2,0 (Yeni),4,Boş,,,,Kat İrtifakı,,Var,,Hayır ,, Mustafakemalpaşa,3350000
14300212,25 Kasım 2023,Satılık,180 M2,3+1,,Yerden Isıtma,KREDIYE UYGUN,Betonarme,Yok,Sıfır,Hayır,2,1,,45000 TL,Genel Fiyat ,25 Kasım 2023,Konut,Villa,12 M2,,230 M2,0 (Yeni),2,Boş,,12 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,2, Nilüfer,12500000
14300159,25 Kasım 2023,Satılık,132 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,,,Evet,1 ,,,,Birim Fiyat ,25 Kasım 2023,Konut,Daire,,75 TL,145 M2,11-15,5,Mülk Sahibi Oturuyor,,,,,,,,,, Mudanya,3100000
